fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
5164,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 14:10:00,-18.76,62.7,-18.0,2.0,-1.2399999999999984,-17.22,-16.72,-1.5400000000000027,-0.0513333333333334,-17.566666666666666,-16.72,60.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.4600000000000008,2,True,True,0,0,0,0,0,0,0,0,0,0,6392.0,25178.0,7.7,30.4,2026-07-10,39.59027777777778,False,False
5165,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 14:40:00,-19.32,76.6,-18.0,2.0,-0.6799999999999997,-18.76,-17.22,-0.5599999999999987,-0.0186666666666666,-18.433333333333334,-17.22,90.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.4600000000000008,2,True,True,0,0,0,0,0,0,0,0,0,0,6422.0,25208.0,7.7,30.4,2026-07-10,39.611111111111114,False,False
5166,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 15:10:00,-16.46,82.4,-18.0,2.0,-0.4600000000000008,-19.32,-18.76,2.8599999999999994,0.0953333333333333,-18.180000000000003,-16.46,120.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.3999999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,6452.0,25238.0,7.7,30.4,2026-07-10,39.63194444444444,False,False
5167,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 15:40:00,-18.6,75.4,-18.0,2.0,-1.3999999999999986,-16.46,-19.32,-2.140000000000001,-0.0713333333333333,-18.126666666666665,-16.46,150.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.25,2,True,True,0,0,0,0,0,0,0,0,0,0,6482.0,25268.0,7.7,30.4,2026-07-10,39.65277777777778,False,False
5168,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 16:10:00,-17.83,62.6,-18.0,2.0,-1.8299999999999983,-18.6,-16.46,0.7700000000000031,0.0256666666666667,-17.63,-16.46,180.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.6999999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,6512.0,25298.0,7.7,30.4,2026-07-10,39.673611111111114,False,False
5169,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 16:40:00,-17.25,73.7,-18.0,2.0,-1.25,-17.83,-18.6,0.5799999999999983,0.0193333333333332,-17.89333333333333,-17.25,210.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.6999999999999993,2,True,True,0,0,0,0,0,0,0,0,0,0,6542.0,25328.0,7.7,30.4,2026-07-10,39.69444444444444,False,False
5170,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 17:10:00,-19.3,67.2,-18.0,2.0,-0.6999999999999993,-17.25,-17.83,-2.0500000000000007,-0.0683333333333333,-18.12666666666667,-17.25,240.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,6572.0,25358.0,7.7,30.4,2026-07-10,39.71527777777778,False,False
5171,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 17:40:00,-18.92,60.6,-18.0,2.0,-1.0799999999999983,-19.3,-17.25,0.379999999999999,0.0126666666666666,-18.49,-17.25,270.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.0500000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,6602.0,25388.0,7.7,30.4,2026-07-10,39.736111111111114,False,False
5172,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 18:10:00,-18.09,82.5,-18.0,2.0,-1.91,-18.92,-19.3,0.8300000000000018,0.0276666666666667,-18.77,-18.09,300.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.0500000000000007,2,True,True,0,0,0,0,0,0,0,0,0,0,6632.0,25418.0,7.7,30.4,2026-07-10,39.75694444444444,False,False
5173,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 18:40:00,-17.05,71.7,-18.0,2.0,-1.0500000000000007,-18.09,-18.92,1.0399999999999991,0.0346666666666666,-18.02,-17.05,330.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.4400000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,6662.0,25448.0,7.7,30.4,2026-07-10,39.77777777777778,False,False
5174,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 19:10:00,-17.44,67.9,-18.0,2.0,-1.4400000000000013,-17.05,-18.09,-0.3900000000000005,-0.013,-17.526666666666667,-17.05,360.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.6900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,6692.0,25478.0,7.7,30.4,2026-07-10,39.798611111111114,False,False
5175,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 19:40:00,-18.31,61.1,-18.0,2.0,-1.6900000000000013,-17.44,-17.05,-0.8699999999999974,-0.0289999999999999,-17.599999999999998,-17.05,390.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.1400000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,6722.0,25508.0,7.7,30.4,2026-07-10,39.81944444444444,False,False
5176,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 20:10:00,-18.18,74.9,-18.0,2.0,-1.8200000000000005,-18.31,-17.44,0.129999999999999,0.0043333333333333,-17.976666666666667,-17.44,420.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.1400000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,6752.0,25538.0,7.7,30.4,2026-07-10,39.84027777777778,False,False
5177,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 20:40:00,-16.14,86.2,-18.0,2.0,-0.1400000000000005,-18.18,-18.31,2.039999999999999,0.0679999999999999,-17.543333333333333,-16.14,450.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,6782.0,25568.0,7.7,30.4,2026-07-10,39.861111111111114,False,False
5178,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 21:10:00,-18.9,71.4,-18.0,2.0,-1.1000000000000014,-16.14,-18.18,-2.759999999999998,-0.0919999999999999,-17.74,-16.14,480.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,6812.0,25598.0,7.7,30.4,2026-07-10,39.88194444444444,False,False
5179,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 21:40:00,-16.83,68.8,-18.0,2.0,-0.8299999999999983,-18.9,-16.14,2.0700000000000003,0.069,-17.29,-16.14,510.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.9499999999999992,2,True,True,0,0,0,0,0,0,0,0,0,0,6842.0,25628.0,7.7,30.4,2026-07-10,39.90277777777778,False,False
5180,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 22:10:00,-17.89,61.7,-18.0,2.0,-1.8900000000000008,-16.83,-18.9,-1.0600000000000025,-0.0353333333333334,-17.87333333333333,-16.83,540.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.9499999999999992,2,True,True,0,0,0,0,0,0,0,0,0,0,6872.0,25658.0,7.7,30.4,2026-07-10,39.923611111111114,False,False
5181,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 22:40:00,-19.05,68.5,-18.0,2.0,-0.9499999999999992,-17.89,-16.83,-1.16,-0.0386666666666666,-17.923333333333332,-16.83,570.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-1.620000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,6902.0,25688.0,7.7,30.4,2026-07-10,39.94444444444444,False,False
5182,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 23:10:00,-18.16,66.9,-18.0,2.0,-1.84,-19.05,-17.89,0.8900000000000006,0.0296666666666666,-18.366666666666667,-17.89,600.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.9600000000000009,2,True,True,0,0,0,0,0,0,0,0,0,0,6932.0,25718.0,7.7,30.4,2026-07-10,39.96527777777778,False,False
5183,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-18 23:40:00,-18.38,66.8,-18.0,2.0,-1.620000000000001,-18.16,-19.05,-0.2199999999999988,-0.0073333333333332,-18.53,-18.16,630.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,-0.9600000000000009,1,True,True,0,0,0,0,0,0,0,0,0,0,6962.0,25748.0,7.7,30.4,2026-07-10,39.986111111111114,False,False
5184,VIA-00216,ORD-2026-00969,CAM-08,PROD-060,2026-08-19 00:10:00,-16.96,71.1,-18.0,2.0,-0.9600000000000009,-18.38,-18.16,1.4199999999999982,0.0473333333333332,-17.833333333333332,-16.96,660.0,Congelado,Refrigerado,5000,Santa Cruz,392.0,24.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,6992.0,25778.0,7.7,30.4,2026-07-10,40.00694444444444,False,False
5185,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 12:57:00,3.57,75.6,4.0,2.0,-1.5699999999999998,,,,,3.57,3.57,0.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.4699999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,5385.0,,8.5,31.7,2026-07-30,13.539583333333333,False,False
5186,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 13:27:00,4.53,72.3,4.0,2.0,-1.4699999999999998,3.57,,0.9600000000000004,0.032,4.05,4.53,30.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.8200000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,5415.0,,8.5,31.7,2026-07-30,13.560416666666667,False,False
5187,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 13:57:00,3.87,75.6,4.0,2.0,-1.87,4.53,3.57,-0.6600000000000001,-0.022,3.99,4.53,60.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.5,2,True,True,0,0,0,0,0,0,0,0,0,0,5445.0,,8.5,31.7,2026-07-30,13.58125,False,False
5188,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 14:27:00,4.18,77.0,4.0,2.0,-1.8200000000000005,3.87,4.53,0.3099999999999996,0.0103333333333333,4.193333333333333,4.53,90.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.5,2,True,True,0,0,0,0,0,0,0,0,0,0,5475.0,,8.5,31.7,2026-07-30,13.602083333333333,False,False
5189,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 14:57:00,4.5,81.0,4.0,2.0,-1.5,4.18,3.87,0.3200000000000003,0.0106666666666666,4.183333333333334,4.5,120.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.85,2,True,True,0,0,0,0,0,0,0,0,0,0,5505.0,,8.5,31.7,2026-07-30,13.622916666666667,False,False
5190,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 15:27:00,3.87,73.9,4.0,2.0,-1.87,4.5,4.18,-0.6299999999999999,-0.0209999999999999,4.183333333333334,4.5,150.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.41,2,True,True,0,0,0,0,0,0,0,0,0,0,5535.0,,8.5,31.7,2026-07-30,13.64375,False,False
5191,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 15:57:00,3.85,85.2,4.0,2.0,-1.85,3.87,4.5,-0.02,-0.0006666666666666,4.073333333333333,4.5,180.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.41,2,True,True,0,0,0,0,0,0,0,0,0,0,5565.0,,8.5,31.7,2026-07-30,13.664583333333333,False,False
5192,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 16:27:00,4.59,68.0,4.0,2.0,-1.41,3.85,3.87,0.7399999999999998,0.0246666666666666,4.103333333333334,4.59,210.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.91,2,True,True,0,0,0,0,0,0,0,0,0,0,5595.0,,8.5,31.7,2026-07-30,13.685416666666667,False,False
5193,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 16:57:00,3.91,80.9,4.0,2.0,-1.91,4.59,3.85,-0.6799999999999997,-0.0226666666666666,4.116666666666667,4.59,240.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-0.92,2,True,True,0,0,0,0,0,0,0,0,0,0,5625.0,,8.5,31.7,2026-07-30,13.70625,False,False
5194,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 17:27:00,4.01,81.8,4.0,2.0,-1.99,3.91,4.59,0.0999999999999996,0.0033333333333333,4.170000000000001,4.59,270.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-0.92,2,True,True,1,1,1,0,0,0,1,0,1,0,8.0,,8.5,31.7,2026-07-30,13.727083333333333,True,False
5195,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 17:57:00,5.08,85.3,4.0,2.0,-0.92,4.01,3.91,1.0700000000000005,0.0356666666666666,4.333333333333333,5.08,300.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.56,2,True,True,1,1,1,0,0,0,1,0,1,0,38.0,,8.5,31.7,2026-07-30,13.747916666666667,True,False
5196,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 18:27:00,3.79,80.3,4.0,2.0,-1.79,5.08,4.01,-1.29,-0.043,4.293333333333334,5.08,330.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,0.0,2,True,True,0,1,1,0,0,0,1,0,1,0,68.0,,8.5,31.7,2026-07-30,13.76875,True,False
5197,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 18:57:00,3.56,73.2,4.0,2.0,-1.56,3.79,5.08,-0.2299999999999999,-0.0076666666666666,4.1433333333333335,5.08,360.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,0.0,2,True,True,0,1,1,0,0,0,1,0,1,0,98.0,,8.5,31.7,2026-07-30,13.789583333333333,True,False
5198,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 19:27:00,2.0,78.8,4.0,2.0,0.0,3.56,3.79,-1.56,-0.052,3.116666666666667,3.79,390.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.0099999999999998,2,True,True,0,1,1,0,0,0,1,0,1,0,128.0,,8.5,31.7,2026-07-30,13.810416666666667,True,False
5199,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 19:57:00,3.94,72.1,4.0,2.0,-1.94,2.0,3.56,1.94,0.0646666666666666,3.1666666666666665,3.94,420.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.0099999999999998,2,True,True,0,1,1,0,0,0,1,0,1,0,158.0,,8.5,31.7,2026-07-30,13.83125,True,False
5200,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 20:27:00,3.01,77.0,4.0,2.0,-1.0099999999999998,3.94,2.0,-0.9300000000000002,-0.031,2.983333333333333,3.94,450.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.2300000000000004,2,True,True,0,0,1,0,0,0,1,0,1,0,188.0,,8.5,31.7,2026-07-30,13.852083333333333,True,False
5201,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 20:57:00,3.9,77.5,4.0,2.0,-1.9,3.01,3.94,0.8900000000000001,0.0296666666666666,3.6166666666666663,3.94,480.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.2300000000000004,2,True,True,0,0,1,0,0,0,1,0,1,0,218.0,,8.5,31.7,2026-07-30,13.872916666666667,True,False
5202,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 21:27:00,4.77,78.0,4.0,2.0,-1.2300000000000004,3.9,3.01,0.8699999999999997,0.0289999999999999,3.893333333333333,4.77,510.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,1,0.3099999999999996,2,True,True,0,0,1,0,0,0,1,0,1,0,248.0,,8.5,31.7,2026-07-30,13.89375,True,False
5203,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 21:57:00,3.78,84.6,4.0,2.0,-1.7799999999999998,4.77,3.9,-0.9899999999999998,-0.0329999999999999,4.15,4.77,540.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,1,0.3099999999999996,2,True,True,0,0,1,0,0,0,1,0,1,0,278.0,,8.5,31.7,2026-07-30,13.914583333333333,True,False
5204,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 22:27:00,6.31,85.2,4.0,2.0,0.3099999999999996,3.78,4.77,2.53,0.0843333333333333,4.953333333333333,6.31,570.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-0.1699999999999999,2,True,True,0,0,1,0,0,0,1,0,1,0,308.0,,8.5,31.7,2026-07-30,13.935416666666667,True,False
5205,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 22:57:00,2.17,72.8,4.0,2.0,-0.1699999999999999,6.31,3.78,-4.14,-0.1379999999999999,4.086666666666667,6.31,600.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-0.2300000000000004,2,True,True,0,0,1,0,0,0,1,0,1,0,338.0,,8.5,31.7,2026-07-30,13.95625,True,False
5206,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 23:27:00,5.77,80.4,4.0,2.0,-0.2300000000000004,2.17,6.31,3.6,0.1199999999999999,4.75,6.31,630.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-0.6000000000000001,2,True,True,0,0,1,0,0,0,1,0,1,0,368.0,,8.5,31.7,2026-07-30,13.977083333333333,True,False
5207,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-12 23:57:00,2.6,62.2,4.0,2.0,-0.6000000000000001,5.77,2.17,-3.1699999999999995,-0.1056666666666666,3.513333333333333,5.77,660.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,-1.1799999999999995,1,True,True,0,0,1,0,0,0,1,0,1,0,398.0,,8.5,31.7,2026-07-30,13.997916666666667,True,False
5208,VIA-00217,ORD-2026-05269,CAM-28,PROD-036,2026-08-13 00:27:00,4.82,80.4,4.0,2.0,-1.1799999999999995,2.6,5.77,2.22,0.074,4.3966666666666665,5.77,690.0,Fresco,Refrigerado,2000,La Paz,416.0,72.0,False,False,0,,0,True,False,0,0,1,0,0,0,1,0,1,0,428.0,,8.5,31.7,2026-07-30,14.01875,True,False
5209,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 07:10:00,23.0,42.5,20.0,5.0,-2.0,,,,,23.0,23.0,0.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-1.1900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,7135.0,29569.0,7.8,44.2,2026-08-20,6.298611111111111,False,False
5210,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 07:40:00,20.31,54.5,20.0,5.0,-4.690000000000001,23.0,,-2.6900000000000013,-0.0896666666666667,21.655,23.0,30.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-1.1900000000000013,2,True,True,0,0,0,0,0,0,0,0,0,0,7165.0,29599.0,7.8,44.2,2026-08-20,6.319444444444445,False,False
5211,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 08:10:00,23.81,46.0,20.0,5.0,-1.1900000000000013,20.31,23.0,3.5,0.1166666666666666,22.37333333333333,23.81,60.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-2.210000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,7195.0,29629.0,7.8,44.2,2026-08-20,6.340277777777778,False,False
5212,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 08:40:00,22.79,46.7,20.0,5.0,-2.210000000000001,23.81,20.31,-1.0199999999999996,-0.0339999999999999,22.30333333333333,23.81,90.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-2.59,2,True,True,0,0,0,0,0,0,0,0,0,0,7225.0,29659.0,7.8,44.2,2026-08-20,6.361111111111111,False,False
5213,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 09:10:00,19.37,45.2,20.0,5.0,-4.370000000000001,22.79,23.81,-3.419999999999998,-0.1139999999999999,21.99,23.81,120.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-2.59,2,True,True,0,0,0,0,0,0,0,0,0,0,7255.0,29689.0,7.8,44.2,2026-08-20,6.381944444444445,False,False
5214,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 09:40:00,22.41,52.0,20.0,5.0,-2.59,19.37,22.79,3.039999999999999,0.1013333333333333,21.52333333333333,22.79,150.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-3.8299999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,7285.0,29719.0,7.8,44.2,2026-08-20,6.402777777777778,False,False
5215,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 10:10:00,18.83,47.4,20.0,5.0,-3.8299999999999983,22.41,19.37,-3.580000000000002,-0.1193333333333333,20.203333333333333,22.41,180.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-4.760000000000002,2,True,True,0,0,0,0,0,0,0,0,0,0,7315.0,29749.0,7.8,44.2,2026-08-20,6.423611111111111,False,False
5216,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 10:40:00,20.24,49.9,20.0,5.0,-4.760000000000002,18.83,22.41,1.41,0.047,20.49333333333333,22.41,210.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-4.879999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,7345.0,29779.0,7.8,44.2,2026-08-20,6.444444444444445,False,False
5217,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 11:10:00,20.02,40.5,20.0,5.0,-4.98,20.24,18.83,-0.2199999999999988,-0.0073333333333332,19.696666666666665,20.24,240.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-3.5799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,7375.0,29809.0,7.8,44.2,2026-08-20,6.465277777777778,False,False
5218,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 11:40:00,19.88,40.6,20.0,5.0,-4.879999999999999,20.02,20.24,-0.1400000000000005,-0.0046666666666666,20.046666666666667,20.24,270.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-3.5799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,7405.0,29839.0,7.8,44.2,2026-08-20,6.486111111111111,False,False
5219,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 12:10:00,21.42,48.5,20.0,5.0,-3.5799999999999983,19.88,20.02,1.5400000000000027,0.0513333333333334,20.44,21.42,300.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-1.1499999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,7435.0,29869.0,7.8,44.2,2026-08-20,6.506944444444445,False,False
5220,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 12:40:00,18.99,43.1,20.0,5.0,-3.9899999999999984,21.42,19.88,-2.4300000000000037,-0.0810000000000001,20.096666666666668,21.42,330.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-1.1499999999999986,1,True,True,0,0,0,0,0,0,0,0,0,0,7465.0,29899.0,7.8,44.2,2026-08-20,6.527777777777778,False,False
5221,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 13:10:00,16.15,52.8,20.0,5.0,-1.1499999999999986,18.99,21.42,-2.84,-0.0946666666666666,18.85333333333333,21.42,360.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-3.27,1,True,True,0,0,0,0,0,0,0,0,0,0,7495.0,29929.0,7.8,44.2,2026-08-20,6.548611111111111,False,False
5223,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 14:10:00,18.27,55.7,20.0,5.0,-3.27,16.15,18.99,2.120000000000001,0.0353333333333333,17.80333333333333,18.99,420.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-2.8999999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,7555.0,29989.0,7.8,44.2,2026-08-20,6.590277777777778,False,False
5224,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 14:40:00,17.9,50.8,20.0,5.0,-2.8999999999999986,18.27,16.15,-0.370000000000001,-0.0123333333333333,17.439999999999998,18.27,450.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-3.0799999999999983,2,True,True,0,0,0,0,0,0,0,0,0,0,7585.0,30019.0,7.8,44.2,2026-08-20,6.611111111111111,False,False
5225,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 15:10:00,21.92,42.0,20.0,5.0,-3.0799999999999983,17.9,18.27,4.020000000000003,0.1340000000000001,19.363333333333333,21.92,480.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-4.350000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,7615.0,30049.0,7.8,44.2,2026-08-20,6.631944444444445,False,False
5226,VIA-00218,ORD-2026-05490,CAM-17,PROD-059,2026-08-26 15:40:00,19.78,52.8,20.0,5.0,-4.780000000000001,21.92,17.9,-2.140000000000001,-0.0713333333333333,19.86666666666667,21.92,510.0,Seco,Seco,8000,Cochabamba,393.0,48.0,False,False,0,-4.350000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,7645.0,30079.0,7.8,44.2,2026-08-20,6.652777777777778,False,False
