fila_bronze,rule_id,dimension_calidad,severidad,accion,tipo_problema,columna_afectada,codigo_error,valor_original,detalle,version_catalogo,version_diagnostico
4836,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4836,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4837,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4837,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4838,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4838,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4839,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4839,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4840,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4840,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4841,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4841,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4842,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4842,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4843,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4843,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4844,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4844,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4845,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4845,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4846,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4846,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4847,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4847,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4848,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-018,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4848,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-30,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4849,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4850,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4851,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4852,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4853,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4854,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4855,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4856,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4857,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4858,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4859,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4860,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4861,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4862,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4863,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4864,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4865,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4866,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4867,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4868,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4869,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4870,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4871,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4872,IOT-R027,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,CAM-20,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4907,IOT-R019,COMPLETITUD,CRITICAL,CUARENTENA,FALTANTE,,FALTANTE,,Humedad vacía,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4993,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4994,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4995,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4996,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4997,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4998,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
4999,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5000,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5001,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5002,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5003,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5004,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5005,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5006,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5007,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5008,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5009,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5010,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5011,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5012,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5013,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5014,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5015,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5016,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5043,IOT-R018,VALIDEZ,CRITICAL,CUARENTENA,VALIDEZ,,VALOR_CENTINELA,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5045,IOT-R015,CONFORMIDAD,WARNING,REVISAR,CONFORMIDAD,,PENDIENTE_CONVERSION_F,F,Lectura válida en F; estandarización corresponde al tratamiento,1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5065,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5066,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5067,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5068,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5069,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5070,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5071,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5072,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5073,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5074,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5075,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5076,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5077,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5078,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5079,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5080,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5081,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5082,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5083,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
5084,IOT-R026,INTEGRIDAD,WARNING,REVISAR,INTEGRIDAD,,REFERENCIA_INEXISTENTE,PROD-008,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",1.1.0,GIAD-M3-S4-IOT-diagnostico-v6
