fila_bronze,rule_id,columna_afectada,codigo_error,severidad,accion,tipo_problema,dimension_calidad,valor_original,detalle,estado_tratamiento,bloquea_silver,tratamiento_aplicado,detalle_resultado
9437,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9438,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9439,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9440,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9441,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9442,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9443,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9444,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9445,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9446,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9447,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9448,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9449,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9450,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9451,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9452,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9453,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9454,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9455,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9456,IOT-R002,timestamp,FECHA_INVALIDA,CRITICAL,CUARENTENA,FORMATO,CONFORMIDAD,2026-02-31 09:15:00,Formato incorrecto o fecha imposible,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
9456,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9481,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9482,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9483,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9484,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9485,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9486,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9487,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9488,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9489,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9490,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9491,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9492,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9493,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9494,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9495,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9496,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9497,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9498,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9499,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9500,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9501,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9502,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9503,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9504,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9525,IOT-R018,temperatura_cabina_c,VALOR_CENTINELA,CRITICAL,CUARENTENA,VALIDEZ,VALIDEZ,-999.0,-999 es centinela: lectura no evaluable para rangos térmicos,PENDIENTE,True,NINGUNO,Se resuelve solo al registrar una acción validada
9601,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9602,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9603,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9604,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9605,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9606,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9607,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9608,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9609,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9610,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9611,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9612,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9613,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9614,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9615,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9616,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9617,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9618,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9619,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9620,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9621,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9622,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9623,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9624,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-049,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
9721,IOT-R026,producto_id,REFERENCIA_INEXISTENTE,WARNING,REVISAR,INTEGRIDAD,INTEGRIDAD,PROD-046,"Sin correspondencia en dimensión Silver de cobertura parcial; revisar, no inferir identificador inválido",ADVERTENCIA,False,NINGUNO,Dimensión Silver parcial; no invalida lectura
